,Unnamed: 0,run,lumi,hname,metype,entries,xmax,xmin,xbins,ymax,ymin,ybins,good,good_pixel,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100,bin_101,y_pred,y
208,18878,299325,85,chargeInner_PXLayer_1,3,78293,80000.0,0.0,100,1.0,0.0,1,0,0,0,41,128,216,295,330,365,414,457,466,581,687,805,914,1071,1280,1494,1765,2037,2317,2616,2861,3053,3282,3311,3514,3396,3385,3268,3164,3027,2790,2624,2333,2087,1966,1732,1565,1297,1078,1024,910,770,702,613,536,442,412,377,318,323,260,227,206,193,172,188,162,154,135,120,112,97,86,107,100,81,79,69,71,71,71,71,54,54,43,44,42,37,42,33,36,34,34,23,34,25,26,26,17,23,20,23,18,9,13,19,11,18,11,11,242,0.16127063,2
209,18879,299325,86,chargeInner_PXLayer_1,3,207189,80000.0,0.0,100,1.0,0.0,1,0,0,0,68,340,594,800,867,984,1078,1105,1231,1446,1724,2018,2456,2888,3395,4008,4691,5362,6106,6779,7582,8213,8734,8934,9141,9082,9155,8867,8472,8070,7472,6913,6229,5601,5077,4537,3976,3614,3092,2589,2266,1923,1798,1545,1398,1215,1114,962,865,752,697,633,549,546,463,438,396,347,310,339,305,273,257,249,226,210,212,204,178,162,169,147,163,161,131,141,107,122,94,97,98,81,68,62,68,59,49,50,71,43,47,59,42,47,35,36,38,24,31,25,702,0.20132117,2
210,18880,299325,87,chargeInner_PXLayer_1,3,201356,80000.0,0.0,100,1.0,0.0,1,0,0,0,65,323,547,721,851,920,1030,1167,1248,1472,1714,1872,2374,2804,3242,3850,4550,5197,6097,6708,7196,7950,8297,8825,8843,9120,8758,8497,8304,7968,7214,6717,6081,5622,4935,4340,3854,3420,2931,2555,2259,2009,1723,1480,1320,1109,1044,918,795,719,707,602,508,515,458,378,373,339,332,309,324,262,270,235,219,221,227,201,170,170,186,152,142,135,120,113,117,114,97,106,94,85,87,66,75,66,58,38,51,53,52,41,53,41,37,34,40,31,32,27,638,0.20657477,2
211,18881,299325,88,chargeInner_PXLayer_1,3,171920,80000.0,0.0,100,1.0,0.0,1,0,0,0,61,272,496,626,704,870,890,972,1080,1252,1410,1677,1957,2375,2717,3285,3786,4398,4968,5601,6346,6721,7083,7330,7480,7597,7643,7364,6919,6670,6202,5805,5385,4771,4228,3780,3379,2858,2562,2191,1908,1727,1532,1298,1166,993,857,779,723,650,591,521,496,453,378,363,339,286,263,274,244,283,232,225,218,182,158,171,147,160,143,133,137,112,112,108,96,99,100,82,66,89,60,59,54,59,47,57,48,32,35,39,46,29,38,29,30,19,24,41,569,0.44586095,2
212,18882,299325,89,chargeInner_PXLayer_1,3,149099,80000.0,0.0,100,1.0,0.0,1,0,0,0,67,217,398,572,656,731,723,818,943,1056,1221,1487,1770,2021,2423,2788,3241,3888,4351,4885,5308,5906,6162,6486,6616,6543,6483,6370,6143,5825,5492,4950,4571,4161,3655,3353,2918,2484,2142,1921,1648,1429,1339,1179,902,853,806,729,593,553,529,442,440,379,329,302,316,269,216,231,229,199,204,192,148,163,159,153,117,147,121,102,91,106,84,84,90,87,70,83,59,57,62,53,45,47,46,37,32,32,25,29,38,38,36,25,29,21,26,20,484,0.4166377,2
213,18883,299325,90,chargeInner_PXLayer_1,3,165694,80000.0,0.0,100,1.0,0.0,1,0,0,0,56,272,431,599,643,744,877,1013,1018,1204,1359,1565,1912,2378,2722,3160,3702,4395,4801,5435,5956,6324,6898,7124,7177,7303,7242,7077,6701,6509,6048,5618,5025,4591,4158,3646,3261,2795,2415,2172,1854,1734,1381,1276,1048,968,875,767,704,578,536,530,445,443,353,359,347,286,243,285,235,216,189,197,176,175,164,182,153,155,138,135,128,102,122,111,115,93,82,79,74,87,58,69,59,46,53,53,33,37,32,41,36,35,24,32,37,21,26,28,528,0.4648406,2
214,19161,299325,91,chargeInner_PXLayer_1,3,158704,80000.0,0.0,100,1.0,0.0,1,0,0,0,64,261,420,614,624,805,858,848,1042,1205,1303,1506,1834,2227,2600,3032,3556,4208,4721,5290,5772,6077,6567,6827,7087,6850,6929,6838,6518,6190,5741,5302,4799,4391,3895,3465,3045,2607,2336,2045,1756,1545,1360,1208,1027,925,853,765,703,594,522,511,402,400,375,355,288,265,277,242,207,219,228,164,165,183,181,157,147,129,139,130,103,114,90,93,79,74,75,71,71,58,66,66,58,57,43,43,38,36,38,38,47,28,29,24,30,27,13,26,448,0.19703473,2
215,19162,299325,92,chargeInner_PXLayer_1,3,212500,80000.0,0.0,100,1.0,0.0,1,0,0,0,64,351,615,738,853,1016,1072,1137,1311,1543,1696,2027,2536,2890,3493,4022,4687,5398,6200,7150,7684,8341,8629,8936,9298,9496,9393,9166,8730,8321,7762,7031,6472,5996,5271,4706,4112,3562,3231,2683,2485,2084,1818,1612,1409,1242,1118,945,873,823,650,632,553,523,511,473,444,386,325,338,324,277,292,248,241,244,227,193,178,174,169,167,160,142,156,141,111,128,103,119,104,86,92,100,72,76,58,73,57,57,65,45,50,29,39,34,30,27,31,33,685,0.53821087,2
216,19163,299325,93,chargeInner_PXLayer_1,3,206978,80000.0,0.0,100,1.0,0.0,1,0,0,0,79,345,586,733,911,952,1059,1112,1251,1488,1719,1956,2392,2746,3404,3942,4612,5423,5924,7020,7504,7919,8502,8918,8996,9268,9114,8887,8406,7973,7460,7024,6337,5811,5187,4529,4072,3447,3081,2702,2326,1993,1787,1514,1336,1147,1125,1007,852,809,714,621,646,545,439,423,371,374,333,325,303,263,264,237,255,206,230,205,193,186,186,177,155,158,142,121,108,99,107,102,96,78,94,65,79,69,63,67,47,60,43,50,34,32,49,49,40,40,34,27,687,0.48528695,2
217,19164,299325,94,chargeInner_PXLayer_1,3,203204,80000.0,0.0,100,1.0,0.0,1,0,0,0,87,352,633,704,926,984,1087,1187,1292,1377,1724,1915,2348,2754,3315,3927,4492,5296,5907,6604,7510,8060,8309,8653,8837,8910,9000,8592,8380,7889,7324,6837,6216,5581,5106,4401,3906,3405,2971,2690,2339,1973,1718,1550,1415,1177,1102,909,881,763,634,625,559,500,508,415,408,336,347,316,310,286,269,256,208,208,194,184,200,187,164,139,126,121,131,117,116,96,107,110,103,96,72,66,78,64,54,55,47,51,52,51,36,33,29,36,44,41,25,30,649,0.29102156,2
218,19165,299325,96,chargeInner_PXLayer_1,3,204800,80000.0,0.0,100,1.0,0.0,1,0,0,0,71,305,627,689,865,1001,973,1146,1203,1508,1672,1957,2347,2788,3288,3900,4749,5295,6068,6725,7438,7969,8439,8756,8824,9181,9223,8677,8524,8014,7574,6850,6148,5611,4998,4427,3930,3420,3060,2682,2297,2066,1759,1521,1339,1213,1042,897,850,759,653,655,558,481,476,425,423,360,363,345,299,278,280,255,222,241,198,217,175,165,175,154,158,135,134,133,110,127,85,91,87,91,99,73,77,69,64,42,60,57,58,40,42,44,32,36,32,32,29,21,679,0.39706135,2
219,19166,299325,97,chargeInner_PXLayer_1,3,209682,80000.0,0.0,100,1.0,0.0,1,0,0,0,82,357,604,786,883,1026,1184,1208,1275,1499,1754,2044,2442,2892,3419,4110,4690,5391,6185,6794,7557,8136,8720,9031,9317,9272,9315,9037,8585,8182,7540,7020,6466,5870,5140,4506,4121,3433,3070,2752,2289,2023,1888,1555,1340,1185,1071,969,828,775,678,622,541,509,470,406,386,405,359,332,294,262,244,248,240,207,181,191,193,172,162,166,166,139,148,103,120,123,111,104,96,97,82,77,68,69,71,65,61,42,58,48,43,31,40,33,25,36,29,20,691,0.1799696,2
220,21127,299325,188,chargeInner_PXLayer_1,3,196794,80000.0,0.0,100,1.0,0.0,1,0,0,0,72,340,528,713,786,922,981,1041,1186,1372,1588,1876,2279,2708,3307,3832,4440,5032,5756,6646,7219,7641,8157,8506,8645,8622,8670,8545,8202,7677,7168,6608,6044,5312,4976,4390,3770,3258,2887,2533,2126,1948,1695,1402,1301,1165,972,931,827,666,632,585,517,495,484,418,377,309,320,298,286,264,242,230,236,176,207,185,178,184,154,147,149,130,121,121,106,109,91,98,74,82,94,79,71,63,49,54,51,42,60,49,50,49,30,37,32,33,24,32,622,0.36722362,2
221,21128,299325,189,chargeInner_PXLayer_1,3,201050,80000.0,0.0,100,1.0,0.0,1,0,0,0,72,325,515,665,825,916,978,1128,1251,1371,1660,1954,2311,2813,3231,3896,4543,5268,5866,6723,7319,7696,8358,8714,9021,8890,8788,8687,8368,7700,7399,6806,6269,5635,4893,4369,3879,3334,3053,2488,2204,1903,1660,1520,1306,1148,1039,899,909,715,663,617,519,497,468,418,403,348,348,306,303,269,257,245,221,201,201,201,176,182,154,152,154,121,106,123,116,102,98,78,87,86,73,85,80,67,61,64,54,55,46,39,49,48,47,38,26,32,34,33,619,0.4205203,2
222,26010,299325,38,chargeInner_PXLayer_1,3,124315,80000.0,0.0,100,1.0,0.0,1,0,0,0,42,206,396,463,514,595,693,773,804,907,1039,1209,1421,1710,2011,2415,2651,3325,3694,4151,4389,4730,5185,5232,5372,5497,5489,5109,5123,4776,4584,4137,3736,3465,3113,2752,2395,2122,1792,1581,1444,1206,1084,933,820,741,676,568,555,468,425,384,375,300,307,264,240,229,230,202,160,185,148,160,122,150,127,114,103,100,101,89,70,103,69,73,75,78,64,63,50,58,49,40,40,45,36,37,37,33,32,28,28,18,19,24,30,19,26,19,444,0.26681045,2
223,26011,299325,39,chargeInner_PXLayer_1,3,63960,80000.0,0.0,100,1.0,0.0,1,0,0,0,33,115,183,226,289,326,317,384,409,425,516,599,730,896,1019,1192,1468,1655,1828,2112,2329,2465,2645,2745,2818,2830,2727,2836,2689,2555,2343,2049,1826,1743,1564,1371,1223,1150,921,849,730,617,541,454,435,372,312,312,253,249,229,197,204,164,153,148,127,131,103,92,94,84,92,87,61,76,67,67,67,52,50,57,55,41,38,44,43,33,36,35,26,31,26,19,24,27,19,15,21,21,7,20,12,17,13,13,9,5,10,12,211,0.27893475,2
224,26014,299325,42,chargeInner_PXLayer_1,3,212594,80000.0,0.0,100,1.0,0.0,1,0,0,0,79,332,655,800,947,1055,1143,1259,1333,1535,1743,2199,2618,2958,3494,4106,4759,5513,6146,6833,7550,8320,8857,8956,9292,9563,9267,9117,8701,8044,7784,7042,6616,5759,5149,4753,4056,3581,3155,2764,2328,2058,1824,1542,1433,1217,1128,1033,850,759,720,619,608,583,484,461,432,415,380,302,309,298,276,247,242,215,222,217,180,197,167,162,165,128,132,126,138,124,103,119,88,90,102,66,86,65,68,64,71,53,43,52,37,42,41,31,38,33,28,27,693,0.15831135,2
225,26015,299325,43,chargeInner_PXLayer_1,3,208675,80000.0,0.0,100,1.0,0.0,1,0,0,0,73,349,641,815,899,1028,1102,1244,1350,1526,1688,2056,2333,2956,3407,4004,4752,5424,6085,6915,7544,8047,8732,8722,9080,9229,9122,8816,8611,8070,7509,7053,6333,5827,5178,4552,3960,3545,3095,2640,2415,2068,1799,1500,1378,1220,1105,975,883,784,699,663,584,514,441,454,394,385,355,295,301,260,247,255,218,213,221,219,188,167,179,139,159,144,116,147,122,122,127,104,117,86,85,70,76,77,75,70,57,55,56,43,49,45,39,38,35,37,31,28,635,0.19731753,2
226,26016,299325,44,chargeInner_PXLayer_1,3,210858,80000.0,0.0,100,1.0,0.0,1,0,0,0,92,335,644,829,945,993,1137,1267,1309,1538,1815,2181,2479,2992,3385,4096,4663,5389,6102,6947,7590,8280,8569,9053,9077,9329,9160,9036,8683,8116,7726,7201,6460,5811,5253,4506,4071,3541,3112,2635,2369,2040,1800,1506,1404,1261,1050,990,875,767,700,652,568,559,453,421,410,416,340,299,314,311,269,246,219,235,203,205,194,190,174,165,204,153,144,126,128,107,104,106,100,82,95,89,77,68,57,64,43,65,49,50,33,39,33,48,50,23,38,23,708,0.15879981,2
227,26017,299325,45,chargeInner_PXLayer_1,3,212412,80000.0,0.0,100,1.0,0.0,1,0,0,0,63,355,536,825,927,1085,1036,1266,1385,1581,1794,2095,2467,2918,3540,4096,4683,5538,6229,6940,7662,8266,8786,8915,9299,9389,9274,9091,8717,8155,7766,7143,6482,5709,5261,4706,4113,3623,3095,2714,2301,2164,1804,1631,1357,1183,1136,1030,862,764,729,681,596,535,493,480,440,381,356,335,302,322,245,247,231,240,234,215,198,192,185,158,155,152,141,126,121,129,125,110,97,87,84,80,68,61,68,63,58,53,57,64,32,33,40,47,36,38,40,35,660,0.24541225,2
228,26121,299325,53,chargeInner_PXLayer_1,3,210017,80000.0,0.0,100,1.0,0.0,1,0,0,0,74,369,622,774,933,1082,1099,1207,1359,1536,1792,2061,2411,3008,3401,4049,4651,5370,6199,6724,7797,8143,8484,8918,9211,9359,9095,8911,8624,8155,7627,6974,6308,5863,5191,4673,4016,3463,3108,2744,2334,2035,1838,1558,1365,1213,1102,982,870,829,716,673,590,540,484,455,455,416,356,311,323,275,278,257,266,205,201,210,207,201,151,163,146,129,120,132,105,131,109,92,108,86,96,79,79,75,57,62,55,49,66,47,34,39,52,37,28,34,35,19,672,0.2097412,2
229,26123,299325,55,chargeInner_PXLayer_1,3,209195,80000.0,0.0,100,1.0,0.0,1,0,0,0,72,375,604,829,928,987,1103,1251,1408,1515,1782,2017,2383,2908,3637,4047,4752,5480,6151,6750,7624,7949,8644,8807,9070,9155,9171,8926,8658,8059,7529,6911,6363,5762,5231,4594,4001,3567,3210,2726,2365,2057,1797,1583,1282,1223,1076,968,903,782,679,676,587,532,455,427,382,366,363,348,333,283,269,241,240,214,239,185,181,163,199,145,151,147,129,134,121,119,121,102,92,91,63,68,75,73,55,62,53,66,42,52,53,33,30,24,38,22,43,29,628,0.17339474,2
230,26125,299325,57,chargeInner_PXLayer_1,3,208941,80000.0,0.0,100,1.0,0.0,1,0,0,0,85,366,605,807,886,1053,1078,1155,1328,1544,1725,2139,2389,2898,3472,3917,4654,5396,6177,6937,7531,8094,8586,9039,9069,9251,9176,8930,8545,8187,7610,7016,6305,5742,5069,4640,4036,3439,3064,2731,2387,1932,1737,1598,1418,1224,1069,957,906,731,738,660,555,550,456,420,406,406,350,316,309,292,249,254,245,212,242,196,179,184,172,164,162,145,150,129,114,116,103,91,96,77,78,61,71,79,56,69,43,47,57,38,47,41,38,30,40,36,31,29,682,0.19156581,2
231,26127,299325,65,chargeInner_PXLayer_1,3,211745,80000.0,0.0,100,1.0,0.0,1,0,0,0,83,336,615,746,907,1024,1117,1207,1383,1580,1776,1999,2475,2947,3466,4000,4849,5579,6245,6951,7619,8288,8698,9118,9441,9312,9157,9036,8773,8214,7572,7158,6460,5791,5203,4574,4114,3563,3121,2748,2350,2063,1763,1571,1391,1240,1102,978,841,781,734,606,596,510,491,436,409,406,376,309,304,291,262,263,240,225,207,198,204,173,136,150,146,156,126,123,130,125,114,101,102,111,96,68,87,66,58,78,58,49,50,50,39,44,52,42,38,40,28,30,687,0.1859617,2
232,26128,299325,66,chargeInner_PXLayer_1,3,208228,80000.0,0.0,100,1.0,0.0,1,0,0,0,71,350,610,831,910,1010,1137,1218,1330,1511,1789,2013,2462,2937,3445,4080,4671,5402,6032,6739,7397,7947,8494,8886,9156,9208,9191,8762,8502,8213,7719,6890,6319,5838,5056,4565,4042,3474,3087,2675,2302,2122,1733,1545,1366,1287,1040,940,856,796,668,611,545,556,491,469,367,348,359,339,295,287,317,238,238,221,208,180,191,183,167,161,149,130,125,123,127,123,119,111,96,78,114,74,65,79,59,70,55,42,53,49,37,37,35,38,28,39,30,31,717,0.19847895,2
233,26129,299325,67,chargeInner_PXLayer_1,3,209869,80000.0,0.0,100,1.0,0.0,1,0,0,0,61,354,557,796,921,960,1086,1203,1270,1581,1790,2047,2527,2970,3523,4034,4698,5390,6204,6865,7556,8039,8832,9076,9328,9217,9129,9011,8521,8221,7515,7002,6366,5738,5155,4524,4089,3565,3064,2723,2290,2005,1902,1582,1411,1175,1098,930,877,736,764,690,576,506,495,433,390,389,355,311,309,261,287,288,238,209,225,188,157,179,165,172,138,134,136,133,109,123,112,107,80,94,80,69,62,57,55,60,59,50,42,61,43,44,44,30,43,31,32,32,708,0.18527664,2
234,26130,299325,68,chargeInner_PXLayer_1,3,209988,80000.0,0.0,100,1.0,0.0,1,0,0,0,69,350,586,770,868,1040,1116,1206,1362,1532,1742,2098,2476,2890,3482,4022,4747,5412,6140,7024,7574,8208,8625,9025,9015,9262,9128,8893,8635,8318,7482,7051,6370,5777,5165,4514,4060,3584,3148,2696,2385,2009,1752,1558,1381,1241,1092,919,841,774,715,652,597,524,536,408,454,385,375,341,293,311,237,244,228,223,196,237,209,172,159,172,154,153,128,141,128,94,104,118,85,116,78,97,77,75,76,66,59,58,50,45,42,49,43,39,40,33,23,25,710,0.2039928,2
235,26131,299325,69,chargeInner_PXLayer_1,3,210618,80000.0,0.0,100,1.0,0.0,1,0,0,0,80,341,572,817,955,1055,1107,1247,1356,1533,1781,1999,2361,2920,3446,4064,4752,5446,6112,6953,7551,8129,8785,8931,9134,9291,9344,8948,8642,8261,7616,7003,6313,5818,5189,4585,4109,3558,3214,2732,2404,2052,1817,1547,1390,1256,1083,975,893,771,686,619,572,541,492,470,390,367,347,317,330,272,275,242,237,200,232,226,203,186,166,154,143,156,116,129,134,108,120,111,89,88,82,79,59,80,62,64,71,67,57,51,51,32,50,44,36,32,37,28,680,0.23901004,2
236,26132,299325,70,chargeInner_PXLayer_1,3,206071,80000.0,0.0,100,1.0,0.0,1,0,0,0,83,345,635,757,879,1011,1151,1105,1301,1482,1786,2069,2357,2846,3384,3906,4547,5233,5905,6635,7371,7986,8499,8884,9284,9027,9120,8780,8557,7917,7531,6963,6224,5735,5169,4507,3933,3427,3042,2680,2361,1974,1775,1565,1352,1208,1008,960,852,781,674,645,561,470,495,424,401,393,370,350,291,288,276,267,243,216,185,201,183,187,171,165,144,135,125,135,104,127,107,96,83,77,74,77,66,57,55,62,44,56,56,40,50,46,38,47,39,29,32,25,700,0.30094603,2
237,26137,299325,132,chargeInner_PXLayer_1,3,211061,80000.0,0.0,100,1.0,0.0,1,0,0,0,77,352,612,801,892,952,1094,1249,1369,1548,1791,2047,2510,2947,3548,4093,4824,5459,6083,6918,7642,8275,8673,9038,9311,9305,9276,8948,8747,8209,7616,7067,6462,5717,5132,4605,4087,3564,3053,2718,2411,2041,1801,1567,1354,1250,1056,963,846,762,731,629,543,529,519,427,439,358,368,330,318,285,290,260,262,231,195,196,186,174,162,191,152,146,127,128,130,134,111,98,100,98,100,82,77,63,54,59,59,49,53,43,44,35,33,39,31,31,35,26,639,0.15172149,2
238,26138,299325,133,chargeInner_PXLayer_1,3,209476,80000.0,0.0,100,1.0,0.0,1,0,0,0,74,351,566,776,950,994,1130,1244,1349,1493,1773,2092,2530,3026,3467,4132,4741,5242,6136,6811,7625,8118,8612,8926,9221,9268,9145,8843,8445,8217,7662,6896,6396,5867,5196,4584,4092,3502,3094,2628,2350,2073,1770,1595,1395,1194,1076,1000,842,757,677,593,539,495,511,451,409,345,370,279,323,299,293,222,231,228,221,195,172,170,184,157,149,156,121,134,104,134,103,107,98,81,90,80,83,76,75,60,65,52,53,46,44,36,46,37,51,31,20,30,684,0.15230222,2
239,26139,299325,134,chargeInner_PXLayer_1,3,205465,80000.0,0.0,100,1.0,0.0,1,0,0,0,71,341,583,815,956,960,1064,1152,1317,1431,1730,2107,2442,2849,3285,3911,4662,5373,6069,6746,7364,8130,8382,8791,9044,9213,9091,8742,8405,7834,7417,6751,6315,5843,5001,4557,3994,3372,3057,2607,2221,1946,1735,1544,1334,1246,1092,959,847,762,625,569,601,484,456,424,422,374,359,327,308,289,244,252,208,236,198,195,191,181,164,156,154,137,131,149,120,110,90,103,103,93,83,97,69,69,71,53,45,50,41,53,49,47,30,34,37,26,30,22,646,0.15726304,2
240,26140,299325,135,chargeInner_PXLayer_1,3,207229,80000.0,0.0,100,1.0,0.0,1,0,0,0,86,358,591,764,857,985,1108,1131,1262,1501,1779,2019,2427,2843,3423,3901,4690,5295,6147,6768,7607,8131,8555,8832,9004,9158,9123,8843,8521,7926,7603,7004,6187,5575,5083,4567,4056,3482,3101,2590,2331,2045,1727,1569,1416,1245,1107,966,853,790,676,630,581,533,472,416,400,357,358,345,330,272,253,270,238,219,221,204,189,182,151,142,151,141,138,153,116,122,107,115,107,83,66,86,78,69,74,71,63,56,47,42,50,41,36,41,39,39,31,25,671,0.25951883,2
241,26141,299325,136,chargeInner_PXLayer_1,3,209101,80000.0,0.0,100,1.0,0.0,1,0,0,0,69,316,611,760,916,977,1082,1174,1240,1482,1764,2071,2467,2868,3345,3985,4824,5447,6151,6860,7493,8226,8774,8912,9205,9318,9121,8995,8608,8165,7613,6888,6358,5763,5077,4470,4010,3564,3082,2603,2308,1958,1777,1630,1419,1260,1034,1032,887,751,716,627,587,556,469,474,406,359,370,318,270,286,299,260,256,209,218,205,197,156,163,153,161,132,124,124,114,118,97,83,120,85,96,73,90,49,59,55,57,56,61,59,50,43,44,58,37,31,23,29,709,0.23971473,2
242,26142,299325,137,chargeInner_PXLayer_1,3,212999,80000.0,0.0,100,1.0,0.0,1,0,0,0,76,369,630,837,915,1070,1143,1302,1383,1546,1802,2100,2520,2910,3402,4152,4754,5566,6317,6951,7537,8249,8811,9039,9165,9417,9377,9042,8683,8147,7727,7049,6474,5844,5419,4684,4126,3639,3104,2854,2361,2121,1869,1570,1440,1261,1112,974,853,802,733,629,594,515,492,408,435,383,383,315,296,314,293,253,251,250,231,229,212,181,211,157,165,149,127,96,108,125,104,80,98,90,87,75,70,76,61,56,53,63,47,47,53,29,36,38,42,32,32,26,674,0.20870207,2
243,26143,299325,138,chargeInner_PXLayer_1,3,205865,80000.0,0.0,100,1.0,0.0,1,0,0,0,65,371,589,751,937,1043,1093,1205,1270,1500,1735,1999,2444,2944,3498,3858,4588,5358,6024,6808,7354,8129,8445,8694,9053,9043,9002,8591,8397,8038,7333,6868,6330,5741,5056,4475,3953,3470,3039,2675,2259,2006,1754,1555,1385,1204,1060,938,882,803,758,646,554,516,483,482,380,380,325,318,317,261,254,243,216,207,226,209,206,177,172,165,130,128,127,145,106,89,99,105,92,82,75,88,93,63,63,74,59,47,54,51,51,47,38,44,31,33,31,34,679,0.16779569,2
244,26145,299325,168,chargeInner_PXLayer_1,3,217860,80000.0,0.0,100,1.0,0.0,1,0,0,0,58,359,631,813,958,1053,1125,1227,1312,1585,1828,2165,2572,2963,3631,4242,4849,5795,6374,7164,7916,8384,8938,9435,9505,9695,9690,9253,9004,8479,7992,7201,6647,6022,5358,4748,4211,3671,3238,2736,2372,2129,1870,1685,1357,1269,1137,1019,901,787,722,639,595,528,478,492,430,372,351,351,321,314,249,243,243,236,215,209,211,196,169,147,135,147,139,120,118,143,81,113,100,75,84,85,78,81,65,44,56,68,55,38,37,31,44,39,29,37,41,29,684,0.20729433,2
245,26146,299325,169,chargeInner_PXLayer_1,3,206692,80000.0,0.0,100,1.0,0.0,1,0,0,0,76,340,580,758,906,997,1050,1180,1253,1511,1756,2021,2400,2749,3308,3816,4575,5509,6041,6723,7617,8284,8626,8816,8897,9147,9057,8991,8346,8010,7571,7116,6295,5689,5085,4470,3947,3633,2948,2632,2234,1998,1750,1546,1407,1179,1090,955,823,759,691,700,577,514,475,472,406,370,338,336,279,283,255,229,221,213,178,183,205,182,187,157,135,155,154,130,127,105,101,87,79,82,86,66,79,62,63,65,67,45,68,38,59,37,40,28,35,30,37,34,680,0.3102003,2
246,26147,299325,170,chargeInner_PXLayer_1,3,209059,80000.0,0.0,100,1.0,0.0,1,0,0,0,77,305,554,761,898,990,1089,1226,1345,1442,1723,2064,2364,2889,3430,4077,4503,5429,6219,6860,7700,8118,8668,8834,9222,9240,9070,9045,8504,8053,7653,6878,6402,5767,5104,4600,4070,3529,3086,2635,2357,2156,1852,1625,1390,1197,1119,993,858,786,691,642,584,523,487,413,426,367,328,332,311,252,278,252,230,225,250,206,186,168,178,177,139,154,138,134,117,118,105,115,109,94,89,83,68,66,67,67,68,47,46,44,37,41,29,33,38,26,29,33,663,0.3669787,2
247,26148,299325,171,chargeInner_PXLayer_1,3,206582,80000.0,0.0,100,1.0,0.0,1,0,0,0,84,322,591,743,866,1001,1067,1167,1295,1498,1713,2028,2383,2918,3457,3909,4628,5359,6038,6648,7581,8084,8471,8967,9142,9176,9111,8696,8436,8154,7590,7004,6289,5680,4996,4485,3881,3409,2977,2676,2336,2062,1729,1516,1335,1250,1092,922,833,739,690,635,546,577,485,470,401,343,340,306,308,301,283,258,221,217,207,198,186,203,193,161,155,132,123,131,111,121,110,108,92,80,81,71,89,84,69,57,57,64,49,46,40,54,33,41,18,33,31,34,605,0.22420062,2
248,26149,299325,172,chargeInner_PXLayer_1,3,181908,80000.0,0.0,100,1.0,0.0,1,0,0,0,74,274,507,711,760,857,927,1021,1161,1276,1477,1773,2099,2523,2929,3603,4178,4704,5286,6211,6593,7093,7548,7700,7934,8163,8096,7627,7662,7113,6613,6159,5427,5072,4402,3892,3532,2925,2697,2240,2022,1732,1577,1359,1210,1026,929,872,681,655,612,556,496,442,447,376,334,351,307,305,253,269,212,258,216,187,211,163,162,155,146,164,128,141,118,121,108,91,79,90,83,79,85,60,54,56,45,53,43,45,34,34,40,39,33,27,35,23,32,32,576,0.17935963,2
249,26150,299325,173,chargeInner_PXLayer_1,3,43581,80000.0,0.0,100,1.0,0.0,1,0,0,0,14,64,142,148,187,191,222,250,243,281,315,415,522,590,712,844,967,1143,1331,1478,1474,1673,1843,1902,1908,1927,1953,1915,1825,1722,1625,1492,1288,1249,1100,947,844,740,588,545,440,441,373,308,272,252,206,211,175,171,156,142,132,109,98,92,89,83,89,66,60,52,45,54,44,53,41,41,40,32,23,39,24,33,20,21,25,16,24,26,10,21,12,11,18,16,17,13,10,8,8,9,10,5,5,8,7,5,2,6,143,0.5313422,2
250,26151,299325,176,chargeInner_PXLayer_1,3,202833,80000.0,0.0,100,1.0,0.0,1,0,0,0,71,296,555,705,870,924,1020,1138,1226,1501,1722,1982,2284,2872,3333,3934,4485,5349,6112,6720,7350,7724,8516,8596,8982,9021,9022,8742,8261,7919,7449,6767,6037,5553,4973,4378,3903,3437,2978,2595,2232,1910,1716,1520,1337,1211,1063,944,799,756,713,611,565,521,440,470,425,357,330,336,289,280,255,236,271,208,197,211,182,186,175,164,138,126,117,116,110,120,114,87,112,79,74,60,66,70,58,63,55,62,36,47,44,35,37,33,30,23,23,31,655,0.26543462,2
